trait1,trait2,spearman,abs_spearman
embedding_mean_637,embedding_mean_886,-0.7096756865802726,0.7096756865802726
embedding_std_552,embedding_mean_437,-0.70960298692258,0.70960298692258
embedding_mean_210,embedding_mean_546,0.7095461576741896,0.7095461576741896
embedding_mean_37,embedding_mean_68,-0.7093750411971488,0.7093750411971488
embedding_mean_989,embedding_mean_546,0.7090363271133723,0.7090363271133723
embedding_mean_901,embedding_mean_129,-0.7075906359244275,0.7075906359244275
embedding_mean_968,embedding_std_594,0.707501153182137,0.707501153182137
embedding_mean_210,embedding_mean_214,0.7071927466787239,0.7071927466787239
embedding_std_383,embedding_std_594,0.7071171332206438,0.7071171332206438
embedding_mean_37,embedding_mean_582,-0.7067030659602604,0.7067030659602604
embedding_mean_108,embedding_mean_109,0.7066995977941382,0.7066995977941382
embedding_std_918,embedding_std_517,0.7065010469737749,0.7065010469737749
embedding_mean_637,embedding_std_687,-0.706238777896681,0.706238777896681
embedding_mean_637,embedding_std_270,-0.7060378608811075,0.7060378608811075
embedding_mean_637,embedding_mean_792,0.7059120063381581,0.7059120063381581
embedding_std_552,embedding_mean_656,0.705580762670688,0.705580762670688
embedding_mean_582,embedding_std_82,-0.7039765871068456,0.7039765871068456
embedding_mean_108,embedding_mean_989,-0.7036862718559536,0.7036862718559536
embedding_std_687,embedding_mean_901,-0.7035017086295613,0.7035017086295613
embedding_std_930,embedding_mean_901,-0.7027535075632726,0.7027535075632726
embedding_mean_210,embedding_mean_836,-0.7026628518642136,0.7026628518642136
embedding_std_383,embedding_mean_108,-0.7023517580390976,0.7023517580390976
embedding_mean_582,embedding_mean_901,0.701652094397127,0.701652094397127
embedding_std_821,embedding_std_594,0.7009798752393153,0.7009798752393153
embedding_mean_582,embedding_mean_546,-0.699301059737708,0.699301059737708
embedding_mean_836,embedding_mean_901,0.698706306430798,0.698706306430798
embedding_mean_984,embedding_std_82,-0.6985270908055806,0.6985270908055806
embedding_mean_836,embedding_std_594,-0.6984944846355846,0.6984944846355846
embedding_mean_836,embedding_mean_546,-0.6982904510028916,0.6982904510028916
embedding_std_976,embedding_mean_968,0.6970061884117414,0.6970061884117414
embedding_std_930,embedding_std_983,0.6969898380028393,0.6969898380028393
embedding_mean_637,embedding_std_594,-0.6960807086200289,0.6960807086200289
embedding_mean_586,embedding_std_132,-0.6958566772575311,0.6958566772575311
embedding_mean_792,embedding_std_594,-0.6954113052345173,0.6954113052345173
embedding_std_918,embedding_mean_886,0.6951900659823675,0.6951900659823675
embedding_std_968,embedding_mean_901,-0.6941741772519536,0.6941741772519536
embedding_std_552,embedding_mean_886,0.6940099464029743,0.6940099464029743
embedding_mean_836,embedding_std_687,-0.6929732452955476,0.6929732452955476
embedding_mean_119,embedding_std_606,0.6928902560689696,0.6928902560689696
embedding_std_918,embedding_std_839,0.6927480578776757,0.6927480578776757
embedding_std_552,embedding_std_821,0.6916047630563102,0.6916047630563102
embedding_std_383,embedding_mean_214,0.6903039032959003,0.6903039032959003
embedding_mean_792,embedding_mean_437,0.6901717411525764,0.6901717411525764
embedding_mean_836,embedding_mean_37,-0.6897951172412543,0.6897951172412543
embedding_mean_586,embedding_std_821,-0.6880705462848403,0.6880705462848403
embedding_std_839,embedding_std_983,0.6876761184447012,0.6876761184447012
embedding_std_976,embedding_std_594,0.6873628781425016,0.6873628781425016
embedding_std_976,embedding_std_517,0.6873575609638365,0.6873575609638365
embedding_mean_637,embedding_std_567,-0.6869923218317542,0.6869923218317542
embedding_std_594,embedding_std_983,0.6869424796197916,0.6869424796197916
embedding_std_606,embedding_std_166,0.6862660283528327,0.6862660283528327
embedding_std_821,embedding_mean_792,-0.6858585931995955,0.6858585931995955
embedding_std_821,embedding_std_983,0.6857088029019559,0.6857088029019559
embedding_std_918,embedding_mean_930,0.6853881496481907,0.6853881496481907
embedding_mean_582,embedding_mean_792,0.6849437883285596,0.6849437883285596
embedding_std_687,embedding_mean_129,0.6847463597607817,0.6847463597607817
embedding_std_968,embedding_mean_546,0.6840350747200504,0.6840350747200504
embedding_std_930,embedding_mean_989,0.6840340910588987,0.6840340910588987
embedding_mean_637,embedding_std_132,-0.683498827279851,0.683498827279851
embedding_mean_165,embedding_std_166,-0.6832206573709448,0.6832206573709448
embedding_std_918,embedding_std_594,0.6831995644307857,0.6831995644307857
embedding_mean_968,embedding_mean_792,-0.6829974136134241,0.6829974136134241
embedding_mean_968,embedding_std_983,0.6823230986827121,0.6823230986827121
embedding_std_968,embedding_mean_792,-0.6808091833253007,0.6808091833253007
embedding_std_793,embedding_mean_792,-0.6802668919464788,0.6802668919464788
embedding_mean_546,embedding_mean_792,-0.6800996019451206,0.6800996019451206
embedding_std_976,embedding_mean_637,-0.6797583323705172,0.6797583323705172
embedding_mean_836,embedding_mean_734,-0.6795592407055345,0.6795592407055345
embedding_std_567,embedding_mean_214,0.679476028380551,0.679476028380551
embedding_std_270,embedding_mean_901,-0.6792878043121406,0.6792878043121406
embedding_std_383,embedding_mean_886,0.6790183183396556,0.6790183183396556
embedding_mean_836,embedding_mean_214,-0.678905876743269,0.678905876743269
embedding_std_976,embedding_std_270,0.6779295643178844,0.6779295643178844
embedding_std_552,embedding_mean_989,0.6764989863557748,0.6764989863557748
embedding_std_930,embedding_std_839,0.6763186958018762,0.6763186958018762
embedding_std_976,embedding_mean_582,-0.6760873359947847,0.6760873359947847
embedding_std_821,embedding_mean_108,-0.675783864698524,0.675783864698524
embedding_mean_514,embedding_mean_984,-0.6752465220479703,0.6752465220479703
embedding_std_687,embedding_std_270,0.6742987493170992,0.6742987493170992
embedding_mean_210,embedding_std_270,0.6737748060919927,0.6737748060919927
embedding_std_976,embedding_mean_514,0.673674398288389,0.673674398288389
embedding_mean_582,embedding_std_594,-0.6734446948179446,0.6734446948179446
embedding_mean_37,embedding_mean_109,-0.6730880652561484,0.6730880652561484
embedding_std_930,embedding_mean_582,-0.6723176658985096,0.6723176658985096
embedding_mean_886,embedding_mean_546,0.6719551242289669,0.6719551242289669
embedding_std_976,embedding_std_687,0.6715204676899762,0.6715204676899762
embedding_mean_37,embedding_mean_984,-0.6712241896271546,0.6712241896271546
embedding_std_821,embedding_mean_214,0.6692447726860487,0.6692447726860487
embedding_mean_37,embedding_std_270,0.668691231739142,0.668691231739142
embedding_mean_129,embedding_mean_139,-0.6686161996890279,0.6686161996890279
embedding_mean_637,embedding_std_839,-0.6683706629923486,0.6683706629923486
embedding_mean_968,embedding_mean_546,0.6683176331774101,0.6683176331774101
embedding_mean_637,embedding_mean_989,-0.6675337431267945,0.6675337431267945
embedding_mean_637,embedding_mean_984,0.6674533837571787,0.6674533837571787
embedding_std_821,embedding_std_82,0.6666586903352892,0.6666586903352892
embedding_std_383,embedding_mean_968,0.6665795140632784,0.6665795140632784
embedding_mean_582,embedding_std_270,-0.666373986347324,0.666373986347324
embedding_mean_514,embedding_mean_109,-0.6661303899307172,0.6661303899307172
embedding_mean_586,embedding_std_687,-0.6654760896312042,0.6654760896312042
embedding_std_976,embedding_mean_214,0.6654365505092424,0.6654365505092424
embedding_std_383,embedding_mean_989,0.6654318384004954,0.6654318384004954
embedding_std_930,embedding_mean_129,0.6652473157374494,0.6652473157374494
embedding_std_793,embedding_mean_989,0.6650640640592592,0.6650640640592592
embedding_mean_210,embedding_mean_582,-0.6623753868644662,0.6623753868644662
embedding_std_976,embedding_mean_210,0.6611271715672035,0.6611271715672035
embedding_std_132,embedding_mean_984,-0.6611003693360301,0.6611003693360301
embedding_std_567,embedding_mean_930,0.6603432206715681,0.6603432206715681
embedding_mean_582,embedding_mean_437,0.6602693818598957,0.6602693818598957
embedding_mean_968,embedding_std_270,0.6602476027231257,0.6602476027231257
embedding_mean_637,embedding_std_383,-0.660208928952555,0.660208928952555
embedding_mean_989,embedding_std_82,0.659859326990533,0.659859326990533
embedding_std_606,embedding_mean_437,-0.659813524211822,0.659813524211822
embedding_std_968,embedding_mean_437,-0.6593603471248937,0.6593603471248937
embedding_mean_68,embedding_std_981,0.6590528769587279,0.6590528769587279
embedding_std_976,embedding_mean_984,-0.6586483556058781,0.6586483556058781
embedding_mean_656,embedding_std_968,0.6585587106102019,0.6585587106102019
embedding_std_687,embedding_mean_437,-0.6580895684661626,0.6580895684661626
embedding_mean_886,embedding_std_132,0.6578122132044645,0.6578122132044645
embedding_std_821,embedding_std_166,0.6575319745648888,0.6575319745648888
embedding_std_968,embedding_std_517,0.6573370169809661,0.6573370169809661
embedding_mean_582,embedding_mean_989,-0.6569517767388002,0.6569517767388002
embedding_mean_546,embedding_mean_901,-0.6568186275540457,0.6568186275540457
embedding_std_594,embedding_mean_901,-0.6566817127386283,0.6566817127386283
embedding_std_821,embedding_mean_984,-0.6565395889134695,0.6565395889134695
embedding_std_918,embedding_mean_968,0.6555778961942048,0.6555778961942048
embedding_mean_37,embedding_mean_989,0.6555380900302122,0.6555380900302122
embedding_std_930,embedding_mean_109,-0.655159363585432,0.655159363585432
embedding_std_930,embedding_std_567,0.6549754662739774,0.6549754662739774
embedding_std_821,embedding_std_606,0.6540892179988492,0.6540892179988492
embedding_mean_586,embedding_mean_734,-0.6540374963518341,0.6540374963518341
embedding_std_132,embedding_mean_792,-0.6537184047869076,0.6537184047869076
embedding_mean_514,embedding_std_981,-0.6536970211427655,0.6536970211427655
embedding_std_976,embedding_mean_930,0.6529166127793876,0.6529166127793876
embedding_std_839,embedding_mean_214,0.6528799367536302,0.6528799367536302
embedding_mean_546,embedding_std_983,0.6527900145750865,0.6527900145750865
embedding_std_552,embedding_std_983,0.6520295261950992,0.6520295261950992
embedding_std_270,embedding_std_166,0.6519891386231408,0.6519891386231408
embedding_std_552,embedding_std_981,-0.6513410546564727,0.6513410546564727
embedding_mean_836,embedding_mean_930,-0.6512512609285261,0.6512512609285261
embedding_std_976,embedding_mean_792,-0.6511279720172403,0.6511279720172403
embedding_std_552,embedding_std_270,0.6510955213400723,0.6510955213400723
embedding_mean_546,embedding_mean_129,0.6508984409410182,0.6508984409410182
embedding_mean_968,embedding_std_517,0.6508453401402234,0.6508453401402234
embedding_mean_968,embedding_std_839,0.6502024854649698,0.6502024854649698
embedding_std_976,embedding_mean_586,-0.649974532978981,0.649974532978981
embedding_std_839,embedding_std_517,0.6486775368773213,0.6486775368773213
embedding_mean_792,embedding_mean_109,0.6485608428901141,0.6485608428901141
embedding_std_930,embedding_std_606,0.6485198739101896,0.6485198739101896
embedding_mean_586,embedding_mean_836,0.648326417170086,0.648326417170086
embedding_mean_656,embedding_mean_129,0.6482164161350445,0.6482164161350445
embedding_std_918,embedding_mean_734,0.6480826855423242,0.6480826855423242
embedding_mean_886,embedding_mean_734,0.6476207670542337,0.6476207670542337
embedding_mean_656,embedding_mean_68,-0.6473511830536615,0.6473511830536615
embedding_mean_656,embedding_std_132,0.6470130943214762,0.6470130943214762
embedding_mean_514,embedding_mean_792,-0.6469630695744547,0.6469630695744547
embedding_mean_792,embedding_mean_901,0.6466708005223748,0.6466708005223748
embedding_std_552,embedding_mean_68,-0.6464715094209387,0.6464715094209387
embedding_mean_656,embedding_mean_37,0.646451166902689,0.646451166902689
embedding_mean_968,embedding_mean_437,-0.6462860707023185,0.6462860707023185
embedding_std_270,embedding_std_517,0.6461380753327597,0.6461380753327597
embedding_std_821,embedding_mean_546,0.6453282889657084,0.6453282889657084
embedding_std_968,embedding_std_983,0.6444612947590331,0.6444612947590331
embedding_std_606,embedding_mean_129,0.6443284126163095,0.6443284126163095
embedding_mean_37,embedding_std_82,0.6441543721980446,0.6441543721980446
embedding_mean_546,embedding_mean_109,-0.643863252440781,0.643863252440781
embedding_mean_637,embedding_std_517,-0.6432079650998376,0.6432079650998376
embedding_std_132,embedding_mean_546,0.6426166055929148,0.6426166055929148
embedding_mean_119,embedding_std_166,0.6422541213881129,0.6422541213881129
embedding_std_930,embedding_std_517,0.6421239671304386,0.6421239671304386
embedding_mean_989,embedding_mean_514,0.6416468610493778,0.6416468610493778
embedding_mean_68,embedding_std_270,-0.6415053422941371,0.6415053422941371
embedding_mean_437,embedding_mean_734,-0.641404025195517,0.641404025195517
embedding_mean_68,embedding_mean_989,-0.6409973066614006,0.6409973066614006
embedding_mean_792,embedding_std_983,-0.6409785156911532,0.6409785156911532
embedding_std_793,embedding_std_821,0.6404037972971155,0.6404037972971155
embedding_std_132,embedding_mean_109,-0.6403623483175913,0.6403623483175913
embedding_std_552,embedding_std_567,0.6403158796239427,0.6403158796239427
embedding_std_839,embedding_mean_901,-0.6402399416590909,0.6402399416590909
embedding_mean_656,embedding_mean_836,-0.6401890583212358,0.6401890583212358
embedding_mean_656,embedding_std_270,0.6401772679085316,0.6401772679085316
embedding_mean_210,embedding_std_606,0.6401252251350236,0.6401252251350236
embedding_std_383,embedding_mean_836,-0.63999449961022,0.63999449961022
embedding_std_930,embedding_std_687,0.6397733685269942,0.6397733685269942
embedding_mean_108,embedding_mean_984,0.6391885194371781,0.6391885194371781
embedding_mean_37,embedding_mean_514,0.6390587099679489,0.6390587099679489
embedding_mean_119,embedding_mean_792,-0.6388538380260956,0.6388538380260956
embedding_std_552,embedding_mean_734,0.6387217874319744,0.6387217874319744
embedding_mean_989,embedding_mean_437,-0.6386890494311025,0.6386890494311025
embedding_std_383,embedding_mean_586,-0.6385557244718466,0.6385557244718466
embedding_std_976,embedding_mean_656,0.6385310754783146,0.6385310754783146
embedding_std_976,embedding_mean_901,-0.6383913448905969,0.6383913448905969
embedding_std_918,embedding_std_983,0.6382666531635793,0.6382666531635793
embedding_mean_836,embedding_mean_437,0.6382076841986634,0.6382076841986634
embedding_std_976,embedding_std_968,0.6379362951291736,0.6379362951291736
embedding_std_821,embedding_mean_119,0.6374291687914536,0.6374291687914536
embedding_mean_637,embedding_std_821,-0.637390576147576,0.637390576147576
embedding_mean_210,embedding_std_567,0.6373866279818539,0.6373866279818539
embedding_mean_210,embedding_mean_165,-0.6371393064979304,0.6371393064979304
embedding_std_821,embedding_mean_989,0.6369547635532112,0.6369547635532112
embedding_std_687,embedding_std_606,0.6364813926803036,0.6364813926803036
embedding_std_976,embedding_std_567,0.6364762816986497,0.6364762816986497
embedding_std_976,embedding_mean_68,-0.6364462377800384,0.6364462377800384
embedding_mean_546,embedding_std_82,0.6362653151139908,0.6362653151139908
embedding_mean_792,embedding_mean_129,-0.6358866495142302,0.6358866495142302
embedding_mean_968,embedding_mean_37,0.6358107892957926,0.6358107892957926
embedding_mean_886,embedding_std_821,0.6354583817023071,0.6354583817023071
embedding_mean_214,embedding_std_82,0.6347599484818458,0.6347599484818458
embedding_mean_586,embedding_mean_968,-0.6346951214936452,0.6346951214936452
embedding_std_793,embedding_mean_139,-0.6344444264914078,0.6344444264914078
embedding_std_968,embedding_mean_984,-0.6342763455047936,0.6342763455047936
embedding_mean_836,embedding_std_839,-0.6340433564032859,0.6340433564032859
embedding_mean_656,embedding_mean_546,0.633997949117203,0.633997949117203
embedding_mean_886,embedding_mean_437,-0.633920226365107,0.633920226365107
embedding_std_594,embedding_std_82,0.6335795145365175,0.6335795145365175
embedding_mean_586,embedding_mean_514,-0.6333176510928881,0.6333176510928881
embedding_mean_637,embedding_mean_930,-0.6330639679241281,0.6330639679241281
embedding_mean_582,embedding_std_567,-0.6330520761030577,0.6330520761030577
embedding_mean_210,embedding_std_968,0.6329911330552807,0.6329911330552807
embedding_std_930,embedding_mean_656,0.6327423479106057,0.6327423479106057
embedding_mean_546,embedding_std_567,0.6320813445180902,0.6320813445180902
embedding_mean_968,embedding_mean_214,0.6320768014232867,0.6320768014232867
embedding_mean_214,embedding_mean_109,-0.6318509616115926,0.6318509616115926
embedding_std_930,embedding_std_793,0.6317195769324091,0.6317195769324091
embedding_std_968,embedding_mean_582,-0.631706251873097,0.631706251873097
embedding_mean_930,embedding_mean_734,0.6315960243593712,0.6315960243593712
embedding_mean_68,embedding_std_687,-0.6313402724599418,0.6313402724599418
embedding_std_552,embedding_std_793,0.6307727844824107,0.6307727844824107
embedding_std_552,embedding_mean_210,0.6305620680383883,0.6305620680383883
embedding_mean_989,embedding_mean_109,-0.6304887869727297,0.6304887869727297
embedding_std_930,embedding_mean_886,0.6296657668138959,0.6296657668138959
embedding_std_594,embedding_mean_734,0.6295598254937793,0.6295598254937793
embedding_std_594,embedding_std_517,0.6294272374353175,0.6294272374353175
embedding_std_930,embedding_mean_734,0.6293628870664378,0.6293628870664378
embedding_std_976,embedding_std_383,0.6290944456001243,0.6290944456001243
embedding_std_793,embedding_mean_129,0.6285934679896718,0.6285934679896718
embedding_std_594,embedding_mean_109,-0.6285918893994387,0.6285918893994387
embedding_mean_586,embedding_std_839,-0.6285189869250137,0.6285189869250137
embedding_mean_210,embedding_mean_930,0.6283051809061027,0.6283051809061027
embedding_std_930,embedding_std_918,0.628296821476453,0.628296821476453
embedding_mean_698,embedding_mean_165,0.6280706808199393,0.6280706808199393
embedding_mean_637,embedding_std_918,-0.627871288310137,0.627871288310137
embedding_mean_119,embedding_std_983,0.6276890135325408,0.6276890135325408
embedding_std_383,embedding_mean_37,0.6275621212439778,0.6275621212439778
embedding_std_839,embedding_mean_792,-0.6273575738088962,0.6273575738088962
embedding_mean_37,embedding_std_981,-0.6273261811590152,0.6273261811590152
embedding_std_606,embedding_std_983,0.6266526639741168,0.6266526639741168
embedding_mean_901,embedding_mean_930,-0.6258463559140244,0.6258463559140244
embedding_std_687,embedding_mean_165,-0.6258416911291815,0.6258416911291815
embedding_std_930,embedding_std_82,0.6258067525667641,0.6258067525667641
embedding_mean_901,embedding_std_567,-0.6256471628406755,0.6256471628406755
embedding_mean_984,embedding_mean_437,0.6253954199519879,0.6253954199519879
embedding_mean_582,embedding_mean_734,-0.6253482515406128,0.6253482515406128
embedding_std_270,embedding_std_594,0.6253056667873876,0.6253056667873876
embedding_mean_836,embedding_std_983,-0.624828242960113,0.624828242960113
embedding_std_839,embedding_mean_546,0.6247910801741979,0.6247910801741979
