"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"545","250005","PI 597976","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250005_LeafPhotoA_2025-10-01%2008_30_32.119-05_00.jpg","2025-10-01 08:30:32.739-05:00"," ","","1","SM-A166U1"
"545","250005","PI 597976","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250005_LeafPhotoA_2025-10-01%2008_30_55.908-05_00.jpg","2025-10-01 08:30:56.328-05:00"," ","","2","SM-A166U1"
"545","250005","PI 597976","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250005_LeafPhotoA_2025-10-01%2008_31_50.896-05_00.jpg","2025-10-01 08:31:51.360-05:00"," ","","3","SM-A166U1"
"278","250006","PI 533965","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250006_LeafPhotoA_2025-10-01%2008_32_31.004-05_00.jpg","2025-10-01 08:32:31.573-05:00"," ","","1","SM-A166U1"
"278","250006","PI 533965","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250006_LeafPhotoA_2025-10-01%2008_32_56.092-05_00.jpg","2025-10-01 08:32:56.607-05:00"," ","","2","SM-A166U1"
"278","250006","PI 533965","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250006_LeafPhotoA_2025-10-01%2008_33_19.679-05_00.jpg","2025-10-01 08:33:20.143-05:00"," ","","3","SM-A166U1"
"234","250007","PI 533838","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250007_LeafPhotoA_2025-10-01%2008_34_44.348-05_00.jpg","2025-10-01 08:34:44.920-05:00"," ","","1","SM-A166U1"
"234","250007","PI 533838","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250007_LeafPhotoA_2025-10-01%2008_35_26.547-05_00.jpg","2025-10-01 08:35:26.990-05:00"," ","","2","SM-A166U1"
"234","250007","PI 533838","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250007_LeafPhotoA_2025-10-01%2008_35_44.605-05_00.jpg","2025-10-01 08:35:45.130-05:00"," ","","3","SM-A166U1"
"682","250008","PI 656081","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250008_LeafPhotoA_2025-10-01%2008_36_35.273-05_00.jpg","2025-10-01 08:36:35.850-05:00"," ","","1","SM-A166U1"
"682","250008","PI 656081","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250008_LeafPhotoA_2025-10-01%2008_36_58.860-05_00.jpg","2025-10-01 08:36:59.363-05:00"," ","","2","SM-A166U1"
"682","250008","PI 656081","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250008_LeafPhotoA_2025-10-01%2008_37_27.845-05_00.jpg","2025-10-01 08:37:28.280-05:00"," ","","3","SM-A166U1"
"481","250009","PI 576390","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250009_LeafPhotoA_2025-10-01%2008_39_47.871-05_00.jpg","2025-10-01 08:39:48.502-05:00"," ","","1","SM-A166U1"
"481","250009","PI 576390","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250009_LeafPhotoA_2025-10-01%2008_40_02.953-05_00.jpg","2025-10-01 08:40:03.467-05:00"," ","","2","SM-A166U1"
"481","250009","PI 576390","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250009_LeafPhotoA_2025-10-01%2008_40_14.699-05_00.jpg","2025-10-01 08:40:15.224-05:00"," ","","3","SM-A166U1"
"481","250009","PI 576390","Rep 1","SAP","LeafPhotoNotesA","green leaf is from side tiller","2025-10-01 08:41:02.248-05:00"," ","","1","SM-A166U1"
"687","250010","PI 656090","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250010_LeafPhotoA_2025-10-01%2008_41_28.159-05_00.jpg","2025-10-01 08:41:28.732-05:00"," ","","1","SM-A166U1"
"687","250010","PI 656090","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250010_LeafPhotoA_2025-10-01%2008_41_52.727-05_00.jpg","2025-10-01 08:41:53.362-05:00"," ","","2","SM-A166U1"
"687","250010","PI 656090","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250010_LeafPhotoA_2025-10-01%2008_42_05.816-05_00.jpg","2025-10-01 08:42:06.207-05:00"," ","","3","SM-A166U1"
"397","250011","PI 565121","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250011_LeafPhotoA_2025-10-01%2008_42_49.368-05_00.jpg","2025-10-01 08:42:50.064-05:00"," ","","1","SM-A166U1"
"397","250011","PI 565121","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250011_LeafPhotoA_2025-10-01%2008_43_03.794-05_00.jpg","2025-10-01 08:43:04.384-05:00"," ","","2","SM-A166U1"
"397","250011","PI 565121","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250011_LeafPhotoA_2025-10-01%2008_43_43.777-05_00.jpg","2025-10-01 08:43:44.373-05:00"," ","","3","SM-A166U1"
"349","250012","PI 552861","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250012_LeafPhotoA_2025-10-01%2008_44_20.583-05_00.jpg","2025-10-01 08:44:21.171-05:00"," ","","1","SM-A166U1"
"349","250012","PI 552861","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250012_LeafPhotoA_2025-10-01%2008_44_40.115-05_00.jpg","2025-10-01 08:44:40.608-05:00"," ","","2","SM-A166U1"
"349","250012","PI 552861","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250012_LeafPhotoA_2025-10-01%2008_44_58.260-05_00.jpg","2025-10-01 08:44:58.730-05:00"," ","","3","SM-A166U1"
"317","250013","PI 534123","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250013_LeafPhotoA_2025-10-01%2008_45_44.764-05_00.jpg","2025-10-01 08:45:45.412-05:00"," ","","1","SM-A166U1"
"317","250013","PI 534123","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250013_LeafPhotoA_2025-10-01%2008_46_00.333-05_00.jpg","2025-10-01 08:46:00.788-05:00"," ","","2","SM-A166U1"
"317","250013","PI 534123","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250013_LeafPhotoA_2025-10-01%2008_46_44.200-05_00.jpg","2025-10-01 08:46:44.723-05:00"," ","","3","SM-A166U1"
"282","250014","PI 533976","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250014_LeafPhotoA_2025-10-01%2008_47_18.953-05_00.jpg","2025-10-01 08:47:19.559-05:00"," ","","1","SM-A166U1"
"282","250014","PI 533976","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250014_LeafPhotoA_2025-10-01%2008_47_38.087-05_00.jpg","2025-10-01 08:47:38.606-05:00"," ","","2","SM-A166U1"
"282","250014","PI 533976","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250014_LeafPhotoA_2025-10-01%2008_48_06.227-05_00.jpg","2025-10-01 08:48:06.740-05:00"," ","","3","SM-A166U1"
"518","250015","PI 595718","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250015_LeafPhotoA_2025-10-01%2008_48_31.219-05_00.jpg","2025-10-01 08:48:31.978-05:00"," ","","1","SM-A166U1"
"518","250015","PI 595718","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250015_LeafPhotoA_2025-10-01%2008_48_48.257-05_00.jpg","2025-10-01 08:48:48.681-05:00"," ","","2","SM-A166U1"
"518","250015","PI 595718","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250015_LeafPhotoA_2025-10-01%2008_49_16.643-05_00.jpg","2025-10-01 08:49:17.234-05:00"," ","","3","SM-A166U1"
"494","250016","PI 576434","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250016_LeafPhotoA_2025-10-01%2008_49_47.388-05_00.jpg","2025-10-01 08:49:48.058-05:00"," ","","1","SM-A166U1"
"494","250016","PI 576434","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250016_LeafPhotoA_2025-10-01%2008_50_07.730-05_00.jpg","2025-10-01 08:50:08.252-05:00"," ","","2","SM-A166U1"
"494","250016","PI 576434","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250016_LeafPhotoA_2025-10-01%2008_50_37.802-05_00.jpg","2025-10-01 08:50:38.469-05:00"," ","","3","SM-A166U1"
"275","250065","PI 533961","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250065_LeafPhotoA_2025-10-01%2009_21_38.380-05_00.jpg","2025-10-01 09:21:39.475-05:00"," ","","1","SM-A166U1"
"275","250065","PI 533961","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250065_LeafPhotoA_2025-10-01%2009_21_54.462-05_00.jpg","2025-10-01 09:21:55.001-05:00"," ","","2","SM-A166U1"
"275","250065","PI 533961","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250065_LeafPhotoA_2025-10-01%2009_22_15.719-05_00.jpg","2025-10-01 09:22:16.275-05:00"," ","","3","SM-A166U1"
"284","250066","PI 533980","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250066_LeafPhotoA_2025-10-01%2009_19_12.497-05_00.jpg","2025-10-01 09:19:13.153-05:00"," ","","1","SM-A166U1"
"284","250066","PI 533980","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250066_LeafPhotoA_2025-10-01%2009_19_30.859-05_00.jpg","2025-10-01 09:19:31.535-05:00"," ","","2","SM-A166U1"
"284","250066","PI 533980","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250066_LeafPhotoA_2025-10-01%2009_19_53.515-05_00.jpg","2025-10-01 09:19:54.219-05:00"," ","","3","SM-A166U1"
"284","250066","PI 533980","Rep 1","SAP","LeafPhotoNotesA","2plants only","2025-10-01 09:20:35.247-05:00"," ","","1","SM-A166U1"
"288","250067","PI 533991","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250067_LeafPhotoA_2025-10-01%2009_17_52.697-05_00.jpg","2025-10-01 09:17:53.607-05:00"," ","","1","SM-A166U1"
"288","250067","PI 533991","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250067_LeafPhotoA_2025-10-01%2009_18_07.466-05_00.jpg","2025-10-01 09:18:08.087-05:00"," ","","2","SM-A166U1"
"288","250067","PI 533991","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250067_LeafPhotoA_2025-10-01%2009_18_27.865-05_00.jpg","2025-10-01 09:18:28.528-05:00"," ","","3","SM-A166U1"
"538","250068","PI 597965","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250068_LeafPhotoA_2025-10-01%2009_16_27.794-05_00.jpg","2025-10-01 09:16:28.532-05:00"," ","","1","SM-A166U1"
"538","250068","PI 597965","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250068_LeafPhotoA_2025-10-01%2009_16_48.464-05_00.jpg","2025-10-01 09:16:49.129-05:00"," ","","2","SM-A166U1"
"538","250068","PI 597965","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250068_LeafPhotoA_2025-10-01%2009_17_04.949-05_00.jpg","2025-10-01 09:17:05.599-05:00"," ","","3","SM-A166U1"
"681","250069","PI 656079","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250069_LeafPhotoA_2025-10-01%2009_14_50.737-05_00.jpg","2025-10-01 09:14:51.606-05:00"," ","","1","SM-A166U1"
"681","250069","PI 656079","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250069_LeafPhotoA_2025-10-01%2009_15_13.603-05_00.jpg","2025-10-01 09:15:14.097-05:00"," ","","2","SM-A166U1"
"681","250069","PI 656079","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250069_LeafPhotoA_2025-10-01%2009_15_36.115-05_00.jpg","2025-10-01 09:15:36.726-05:00"," ","","3","SM-A166U1"
"710","250070","PI 656118","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250070_LeafPhotoA_2025-10-01%2009_12_58.383-05_00.jpg","2025-10-01 09:12:59.045-05:00"," ","","1","SM-A166U1"
"710","250070","PI 656118","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250070_LeafPhotoA_2025-10-01%2009_13_17.053-05_00.jpg","2025-10-01 09:13:17.657-05:00"," ","","2","SM-A166U1"
"710","250070","PI 656118","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250070_LeafPhotoA_2025-10-01%2009_13_36.683-05_00.jpg","2025-10-01 09:13:37.266-05:00"," ","","3","SM-A166U1"
"674","250071","PI 656070","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250071_LeafPhotoA_2025-10-01%2009_11_42.485-05_00.jpg","2025-10-01 09:11:43.219-05:00"," ","","1","SM-A166U1"
"674","250071","PI 656070","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250071_LeafPhotoA_2025-10-01%2009_12_08.637-05_00.jpg","2025-10-01 09:12:09.190-05:00"," ","","2","SM-A166U1"
"674","250071","PI 656070","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250071_LeafPhotoA_2025-10-01%2009_12_24.403-05_00.jpg","2025-10-01 09:12:24.994-05:00"," ","","3","SM-A166U1"
"658","250072","PI 656047","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250072_LeafPhotoA_2025-10-01%2009_09_50.558-05_00.jpg","2025-10-01 09:09:51.227-05:00"," ","","1","SM-A166U1"
"658","250072","PI 656047","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250072_LeafPhotoA_2025-10-01%2009_10_30.249-05_00.jpg","2025-10-01 09:10:30.821-05:00"," ","","2","SM-A166U1"
"658","250072","PI 656047","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250072_LeafPhotoA_2025-10-01%2009_10_51.189-05_00.jpg","2025-10-01 09:10:51.707-05:00"," ","","3","SM-A166U1"
"658","250072","PI 656047","Rep 1","SAP","LeafPhotoNotesA","2 plants only","2025-10-01 09:11:04.881-05:00"," ","","1","SM-A166U1"
"625","250073","PI 656006","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250073_LeafPhotoA_2025-10-01%2009_08_27.889-05_00.jpg","2025-10-01 09:08:28.458-05:00"," ","","1","SM-A166U1"
"625","250073","PI 656006","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250073_LeafPhotoA_2025-10-01%2009_08_38.326-05_00.jpg","2025-10-01 09:08:38.844-05:00"," ","","2","SM-A166U1"
"625","250073","PI 656006","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250073_LeafPhotoA_2025-10-01%2009_08_57.961-05_00.jpg","2025-10-01 09:08:58.605-05:00"," ","","3","SM-A166U1"
"465","250074","PI 576340","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250074_LeafPhotoA_2025-10-01%2009_02_24.669-05_00.jpg","2025-10-01 09:02:25.367-05:00"," ","","1","SM-A166U1"
